14-02-16_12:17:55,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,184.0
14-02-16_12:17:58,-0.08738836,1.9416976,10.655395,-0.020801153,-0.013426593,-0.019266905,10.8269,-22.518509,14.501304,206.0
14-02-16_12:17:58,-0.08738836,1.9416976,10.655395,0.0036783582,-0.028283836,-0.026690999,10.8269,-22.518509,14.501304,206.0
14-02-16_12:17:58,-0.1316811,1.839944,10.466252,0.0036783582,-0.028283836,-0.026690999,10.8269,-22.518509,14.501304,206.0
14-02-16_12:17:59,-0.1316811,1.839944,10.466252,0.0036783582,-0.028283836,-0.026690999,10.812999,-22.486782,14.468514,206.0
14-02-16_12:17:59,-0.1316811,1.839944,10.466252,0.0036783582,-0.028283836,-0.026690999,10.812999,-22.486782,14.468514,208.0
14-02-16_12:17:59,-0.1316811,1.839944,10.466252,-0.005909022,-0.006978547,-0.01497309,10.812999,-22.486782,14.468514,208.0
14-02-16_12:17:59,-0.11851298,1.8495208,10.449493,-0.005909022,-0.006978547,-0.01497309,10.812999,-22.486782,14.468514,208.0
14-02-16_12:17:59,-0.11851298,1.8495208,10.449493,-0.005909022,-0.006978547,-0.01497309,10.812999,-22.486782,14.468514,212.0
14-02-16_12:17:59,-0.11851298,1.8495208,10.449493,-0.005909022,-0.006978547,-0.01497309,10.752521,-22.465725,14.475409,212.0
14-02-16_12:17:59,-0.11851298,1.8495208,10.449493,-0.009104815,-0.003782754,-0.0021899173,10.752521,-22.465725,14.475409,212.0
14-02-16_12:17:59,-0.11133038,1.8854338,10.448297,-0.009104815,-0.003782754,-0.0021899173,10.752521,-22.465725,14.475409,212.0
14-02-16_12:17:59,-0.11133038,1.8854338,10.448297,-0.009104815,-0.003782754,-0.0021899173,10.752521,-22.465725,14.475409,214.0
14-02-16_12:17:59,-0.11133038,1.8854338,10.448297,-0.009104815,-0.003782754,-0.0021899173,10.665273,-22.437439,14.508139,214.0
14-02-16_12:17:59,-0.11133038,1.8854338,10.448297,-0.002720419,-0.0016333166,0.020191554,10.665273,-22.437439,14.508139,214.0
14-02-16_12:17:59,-0.04189853,1.9045875,10.490194,-0.002720419,-0.0016333166,0.020191554,10.665273,-22.437439,14.508139,214.0
14-02-16_12:17:59,-0.04189853,1.9045875,10.490194,-0.002720419,-0.0016333166,0.020191554,10.665273,-22.437439,14.508139,218.0
14-02-16_12:17:59,-0.04189853,1.9045875,10.490194,-0.002720419,-0.0016333166,0.020191554,10.582514,-22.378305,14.521982,218.0
14-02-16_12:17:59,-0.04189853,1.9045875,10.490194,-0.002720419,-0.0016333166,0.020191554,10.582514,-22.378305,14.521982,212.0
14-02-16_12:17:59,-0.04189853,1.9045875,10.490194,0.021780662,0.00475827,0.018061025,10.582514,-22.378305,14.521982,212.0
14-02-16_12:17:59,0.02873042,1.7848774,10.396821,0.021780662,0.00475827,0.018061025,10.582514,-22.378305,14.521982,212.0
14-02-16_12:17:59,0.02873042,1.7848774,10.396821,0.021780662,0.00475827,0.018061025,10.582514,-22.378305,14.521982,208.0
14-02-16_12:17:59,0.02873042,1.7848774,10.396821,0.021780662,0.00475827,0.018061025,10.510032,-22.258415,14.5158205,208.0
14-02-16_12:17:59,0.02873042,1.7848774,10.396821,0.021780662,0.00475827,0.018061025,10.510032,-22.258415,14.5158205,204.0
14-02-16_12:17:59,0.02873042,1.7848774,10.396821,-0.0037856835,0.016476179,-0.018157965,10.510032,-22.258415,14.5158205,204.0
14-02-16_12:17:59,-0.062249243,1.9548657,10.542868,-0.0037856835,0.016476179,-0.018157965,10.510032,-22.258415,14.5158205,204.0
14-02-16_12:18:00,-0.062249243,1.9548657,10.542868,-0.0037856835,0.016476179,-0.018157965,10.510032,-22.258415,14.5158205,200.0
14-02-16_12:18:00,-0.062249243,1.9548657,10.542868,-0.0037856835,0.016476179,-0.018157965,10.489799,-22.124992,14.517818,200.0
14-02-16_12:18:00,-0.062249243,1.9548657,10.542868,0.022833943,-0.014385064,-0.014943795,10.489799,-22.124992,14.517818,200.0
14-02-16_12:18:00,-0.077811554,1.8950106,10.472239,0.022833943,-0.014385064,-0.014943795,10.489799,-22.124992,14.517818,200.0
14-02-16_12:18:00,-0.077811554,1.8950106,10.472239,0.022833943,-0.014385064,-0.014943795,10.489799,-22.124992,14.517818,202.0
14-02-16_12:18:00,-0.077811554,1.8950106,10.472239,0.022833943,-0.014385064,-0.014943795,10.51502,-22.052757,14.539816,202.0
14-02-16_12:18:00,-0.077811554,1.8950106,10.472239,0.022833943,-0.014385064,-0.014943795,10.51502,-22.052757,14.539816,194.0
14-02-16_12:18:00,-0.077811554,1.8950106,10.472239,0.0015286545,0.010116017,-0.029857498,10.51502,-22.052757,14.539816,194.0
14-02-16_12:18:00,-0.08738836,1.9237411,10.602722,0.0015286545,0.010116017,-0.029857498,10.51502,-22.052757,14.539816,194.0
14-02-16_12:18:00,-0.08738836,1.9237411,10.602722,0.0015286545,0.010116017,-0.029857498,10.51502,-22.052757,14.539816,192.0
14-02-16_12:18:00,-0.08738836,1.9237411,10.602722,0.0015286545,0.010116017,-0.029857498,10.556957,-22.03229,14.583504,192.0
14-02-16_12:18:00,-0.08738836,1.9237411,10.602722,0.0015286545,0.010116017,-0.029857498,10.556957,-22.03229,14.583504,194.0
14-02-16_12:18:00,-0.08738836,1.9237411,10.602722,0.011116034,0.006920224,-0.019204853,10.556957,-22.03229,14.583504,194.0
14-02-16_12:18:00,-0.14604631,1.9512744,10.346542,0.011116034,0.006920224,-0.019204853,10.556957,-22.03229,14.583504,194.0
14-02-16_12:18:00,-0.14604631,1.9512744,10.346542,0.011116034,0.006920224,-0.019204853,10.556957,-22.03229,14.583504,198.0
14-02-16_12:18:00,-0.14604631,1.9512744,10.346542,0.011116034,0.006920224,-0.019204853,10.648063,-22.065346,14.628903,198.0
14-02-16_12:18:00,-0.14604631,1.9512744,10.346542,0.011116034,0.006920224,-0.019204853,10.648063,-22.065346,14.628903,196.0
14-02-16_12:18:00,-0.14604631,1.9512744,10.346542,4.5859633E-4,0.0016064188,0.009564477,10.648063,-22.065346,14.628903,196.0
