14-02-16_12:19:20,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,0.0
14-02-16_12:19:31,-0.1328782,1.3515269,8.865729,-0.39807892,-0.5690363,-0.41634476,28.31165,8.796816,9.128642,0.0
14-02-16_12:19:31,-0.1328782,1.3515269,8.865729,-0.40979683,-0.42629087,-0.268273,28.31165,8.796816,9.128642,0.0
14-02-16_12:19:31,-2.1212628,2.4744074,10.079589,-0.40979683,-0.42629087,-0.268273,28.31165,8.796816,9.128642,0.0
14-02-16_12:19:31,-2.1212628,2.4744074,10.079589,-0.40979683,-0.42629087,-0.268273,27.066734,8.365896,8.865597,0.0
14-02-16_12:19:31,-2.1212628,2.4744074,10.079589,0.094073236,0.2757184,0.31975296,27.066734,8.365896,8.865597,0.0
14-02-16_12:19:31,-0.4177882,0.7625532,11.529279,0.094073236,0.2757184,0.31975296,27.066734,8.365896,8.865597,0.0
14-02-16_12:19:31,-0.4177882,0.7625532,11.529279,0.094073236,0.2757184,0.31975296,24.223473,8.871105,9.302576,0.0
14-02-16_12:19:31,-0.4177882,0.7625532,11.529279,0.32949188,0.34603837,-0.6634787,24.223473,8.871105,9.302576,0.0
14-02-16_12:19:31,1.9883845,1.2797008,11.583148,0.32949188,0.34603837,-0.6634787,24.223473,8.871105,9.302576,0.0
14-02-16_12:19:31,1.9883845,1.2797008,11.583148,0.32949188,0.34603837,-0.6634787,20.808558,9.591427,10.053359,0.0
14-02-16_12:19:31,1.9883845,1.2797008,11.583148,-0.114723384,0.75936097,-0.54310375,20.808558,9.591427,10.053359,0.0
14-02-16_12:19:31,-3.205836,1.578976,8.264784,-0.114723384,0.75936097,-0.54310375,20.808558,9.591427,10.053359,0.0
14-02-16_12:19:31,-3.205836,1.578976,8.264784,-0.114723384,0.75936097,-0.54310375,18.439968,9.727532,10.434234,0.0
14-02-16_12:19:31,-3.205836,1.578976,8.264784,0.1942033,0.5345902,0.8087168,18.439968,9.727532,10.434234,0.0
14-02-16_12:19:32,-2.7760768,0.8343793,9.479841,0.1942033,0.5345902,0.8087168,18.439968,9.727532,10.434234,0.0
14-02-16_12:19:32,-2.7760768,0.8343793,9.479841,0.1942033,0.5345902,0.8087168,18.33489,9.25251,10.290868,0.0
14-02-16_12:19:32,-2.7760768,0.8343793,9.479841,-0.45028168,0.15002972,0.5903376,18.33489,9.25251,10.290868,0.0
14-02-16_12:19:32,-3.6846764,2.146402,10.758346,-0.45028168,0.15002972,0.5903376,18.33489,9.25251,10.290868,0.0
14-02-16_12:19:32,-3.6846764,2.146402,10.758346,-0.45028168,0.15002972,0.5903376,20.89049,8.455934,9.884272,0.0
14-02-16_12:19:32,-3.6846764,2.146402,10.758346,-0.27238253,-1.0334791,0.45398375,20.89049,8.455934,9.884272,0.0
14-02-16_12:19:32,0.31244332,1.8243817,10.627861,-0.27238253,-1.0334791,0.45398375,20.89049,8.455934,9.884272,0.0
14-02-16_12:19:32,0.31244332,1.8243817,10.627861,-0.27238253,-1.0334791,0.45398375,25.266619,7.8614254,9.556164,0.0
14-02-16_12:19:32,0.31244332,1.8243817,10.627861,0.18142012,-0.25157496,0.30058566,25.266619,7.8614254,9.556164,0.0
14-02-16_12:19:32,2.3403323,-2.3331497,5.5485625,0.18142012,-0.25157496,0.30058566,25.266619,7.8614254,9.556164,0.0
14-02-16_12:19:32,2.3403323,-2.3331497,5.5485625,0.18142012,-0.25157496,0.30058566,29.678919,7.9924755,9.511946,0.0
14-02-16_12:19:32,2.3403323,-2.3331497,5.5485625,-0.23190008,-0.32188857,-0.6933098,29.678919,7.9924755,9.511946,0.0
14-02-16_12:19:32,3.596091,-0.40102878,7.976283,-0.23190008,-0.32188857,-0.6933098,29.678919,7.9924755,9.511946,0.0
14-02-16_12:19:32,3.596091,-0.40102878,7.976283,-0.23190008,-0.32188857,-0.6933098,32.352516,9.004956,9.760526,0.0
14-02-16_12:19:32,3.596091,-0.40102878,7.976283,-0.0305651,-0.20257893,-0.6656129,32.352516,9.004956,9.760526,0.0
14-02-16_12:19:32,0.090979666,-0.6596026,12.506113,-0.0305651,-0.20257893,-0.6656129,32.352516,9.004956,9.760526,0.0
14-02-16_12:19:33,0.090979666,-0.6596026,12.506113,-0.0305651,-0.20257893,-0.6656129,32.454025,10.526646,10.206958,0.0
14-02-16_12:19:33,0.090979666,-0.6596026,12.506113,-0.5248478,-0.27927798,-0.76894355,32.454025,10.526646,10.206958,0.0
14-02-16_12:19:33,0.78769237,-0.2885013,11.191696,-0.5248478,-0.27927798,-0.76894355,32.454025,10.526646,10.206958,0.0
14-02-16_12:19:33,0.78769237,-0.2885013,11.191696,-0.5248478,-0.27927798,-0.76894355,30.317293,11.8995695,10.708993,0.0
14-02-16_12:19:33,0.78769237,-0.2885013,11.191696,-0.6026145,-0.28353265,0.011899004,30.317293,11.8995695,10.708993,0.0
14-02-16_12:19:33,-0.9636662,1.9093759,9.824607,-0.6026145,-0.28353265,0.011899004,30.317293,11.8995695,10.708993,0.0
14-02-16_12:19:33,-0.9636662,1.9093759,9.824607,-0.6026145,-0.28353265,0.011899004,26.495356,12.987395,11.41038,0.0
14-02-16_12:19:33,-0.9636662,1.9093759,9.824607,0.7023344,0.72314227,0.107772805,26.495356,12.987395,11.41038,0.0
14-02-16_12:19:33,-2.3546975,-0.8762778,11.067198,0.7023344,0.72314227,0.107772805,26.495356,12.987395,11.41038,0.0
14-02-16_12:19:33,-2.3546975,-0.8762778,11.067198,0.7023344,0.72314227,0.107772805,21.882862,14.028883,12.422784,0.0
14-02-16_12:19:33,-2.3546975,-0.8762778,11.067198,-0.10939706,-0.056631323,0.18127605,21.882862,14.028883,12.422784,0.0
14-02-16_12:19:33,0.48722005,0.5662287,13.055582,-0.10939706,-0.056631323,0.18127605,21.882862,14.028883,12.422784,0.0
